key_0,cust_number,Notes,buisness_year,total_open_amount,due_term,baseline_create_date_day,due_in_date_day,baseline_create_date_month,due_in_date_month,due_in_date_year,document_create_date.1_day,document_create_date.1_month,document_create_date.1_year,business_code_enc,cust_payment_terms_enc,document_type_enc,Predicted_delay,due_in_date,predicted_payment_date,BUCKET_DAYS,bucket_id,name_customer,invoice_id
5423,200769623,Lorem,2020,45858.53,15,28,13,4,5,2020,28,4,2020,1,28,0,1,2020-05-13,2020-05-14,(0-15) Days,1,WAL-MAR systems,1930831782.0
5424,200744019,Lorem,2020,24416.11,15,16,1,4,5,2020,16,4,2020,1,15,0,1,2020-05-01,2020-05-02,(0-15) Days,1,TARG foundation,1930789617.0
5425,200769623,Lorem,2020,29887.83,15,4,19,3,3,2020,4,3,2020,1,28,0,1,2020-03-19,2020-03-20,(0-15) Days,1,WAL-MAR associates,1930598453.0
5426,200762301,Lorem,2020,149273.42,15,3,18,4,4,2020,3,4,2020,1,20,0,1,2020-04-18,2020-04-19,(0-15) Days,1,C&S WH llc,1930737086.0
5427,200794332,Lorem,2020,33775.12,15,2,17,5,5,2020,2,5,2020,1,17,0,1,2020-05-17,2020-05-18,(0-15) Days,1,COST us,1930850941.0
5428,200974851,Lorem,2020,1542.86,20,27,18,2,3,2020,27,2,2020,1,22,0,1,2020-03-18,2020-03-19,(0-15) Days,1,RESTA foundation,1930578756.0
5429,200148860,Lorem,2020,7316.22,65,29,4,2,5,2020,29,2,2020,1,27,0,-30,2020-05-04,2020-04-04,(< 0) Days,0,DOLLA systems,1930581433.0
5430,200561861,Lorem,2020,1084.85,15,14,29,4,4,2020,14,4,2020,1,15,0,1,2020-04-29,2020-04-30,(0-15) Days,1,CO systems,1930781941.0
5431,200803720,Lorem,2020,8226.15,10,1,11,3,3,2020,7,3,2020,1,30,0,1,2020-03-11,2020-03-12,(0-15) Days,1,DEC systems,1930618810.0
5432,200418007,Lorem,2020,5957.64,15,20,5,4,5,2020,20,4,2020,1,15,0,1,2020-05-05,2020-05-06,(0-15) Days,1,AM systems,1930788210.0
5433,200769623,Lorem,2020,23953.06,15,13,28,4,4,2020,13,4,2020,1,28,0,1,2020-04-28,2020-04-29,(0-15) Days,1,WAL-MAR in,1930781242.0
5434,200769623,Lorem,2020,213.34,15,24,8,3,4,2020,24,3,2020,1,28,0,1,2020-04-08,2020-04-09,(0-15) Days,1,WAL-MAR corporation,1930691017.0
5435,100021540,Lorem,2020,23270.91,10,8,18,5,5,2020,8,5,2020,1,8,0,1,2020-05-18,2020-05-19,(0-15) Days,1,MASTER associates,1930880223.0
5436,100031704,Lorem,2020,1741.71,65,14,18,4,6,2020,14,4,2020,1,27,0,-30,2020-06-18,2020-05-19,(< 0) Days,0,DELHAIZE corp,1930779022.0
5437,200833713,Lorem,2020,10383.06,15,17,2,4,5,2020,17,4,2020,1,15,0,1,2020-05-02,2020-05-03,(0-15) Days,1,JETRO us,1930797760.0
5438,200726979,Lorem,2020,234.02,15,5,20,3,3,2020,5,3,2020,1,15,0,1,2020-03-20,2020-03-21,(0-15) Days,1,BJ'S  co,1930611644.0
5439,200416837,Lorem,2020,384.84,23,16,9,4,5,2020,25,4,2020,1,32,0,1,2020-05-09,2020-05-10,(0-15) Days,1,DEC in,1930826230.0
5440,200472086,Lorem,2020,48359.53,15,12,27,3,3,2020,12,3,2020,1,15,0,1,2020-03-27,2020-03-28,(0-15) Days,1,CONSUMER trust,1930625329.0
5441,200759878,Lorem,2020,74221.55,15,3,18,3,3,2020,3,3,2020,1,28,0,1,2020-03-18,2020-03-19,(0-15) Days,1,SA systems,1930586819.0
5442,200772595,Lorem,2020,91097.36,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,SAFEW foundation,1930720495.0
5443,200769623,Lorem,2020,17473.9,15,5,20,5,5,2020,5,5,2020,1,28,0,1,2020-05-20,2020-05-21,(0-15) Days,1,WAL-MAR associates,1930859974.0
5444,200793513,Lorem,2020,40849.58,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,KROGER us,1930675762.0
5445,200794332,Lorem,2020,5779.13,15,20,5,4,5,2020,20,4,2020,1,17,0,1,2020-05-05,2020-05-06,(0-15) Days,1,COST co,1930797786.0
5446,200230690,Lorem,2020,2868.52,23,1,24,4,4,2020,4,4,2020,1,32,0,1,2020-04-24,2020-04-25,(0-15) Days,1,DECA in,1930746165.0
5447,200743996,Lorem,2020,5761.55,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,STATER  co,1930718353.0
5448,200769623,Lorem,2020,24023.84,15,26,11,4,5,2020,26,4,2020,1,28,0,1,2020-05-11,2020-05-12,(0-15) Days,1,WAL-MAR corporation,1930822572.0
5449,200794332,Lorem,2020,47386.5,15,1,16,4,4,2020,1,4,2020,1,17,0,1,2020-04-16,2020-04-17,(0-15) Days,1,COST ,1930720994.0
5450,200794332,Lorem,2020,59652.89,15,18,2,3,4,2020,18,3,2020,1,17,0,1,2020-04-02,2020-04-03,(0-15) Days,1,COST us,1930659888.0
5451,200769623,Lorem,2020,5311.69,15,16,1,4,5,2020,16,4,2020,1,28,0,1,2020-05-01,2020-05-02,(0-15) Days,1,WAL-MAR trust,1930793531.0
5452,200418007,Lorem,2020,8252.36,15,28,12,3,4,2020,28,3,2020,1,15,0,1,2020-04-12,2020-04-13,(0-15) Days,1,AM foundation,1930688522.0
5453,200148860,Lorem,2020,951.1,65,30,3,3,6,2020,30,3,2020,1,27,0,-30,2020-06-03,2020-05-04,(< 0) Days,0,DOLLA us,1930718406.0
5454,200793568,Lorem,2020,24462.43,15,10,25,4,4,2020,10,4,2020,1,15,0,1,2020-04-25,2020-04-26,(0-15) Days,1,SUPE systems,1930772323.0
5455,200956366,Lorem,2020,49401.0,15,23,8,4,5,2020,23,4,2020,1,15,0,1,2020-05-08,2020-05-09,(0-15) Days,1,RICH ,1930803747.0
5456,200974851,Lorem,2020,5594.75,15,21,5,3,4,2020,21,3,2020,1,15,0,1,2020-04-05,2020-04-06,(0-15) Days,1,RESTA corp,1930675661.0
5457,200769623,Lorem,2020,20726.25,15,10,25,3,3,2020,10,3,2020,1,28,0,1,2020-03-25,2020-03-26,(0-15) Days,1,WAL-MAR us,1930624265.0
5458,200705742,Lorem,2020,22220.52,15,9,24,3,3,2020,9,3,2020,1,15,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DOT corp,1930624298.0
5459,200786288,Lorem,2020,14170.62,15,13,28,4,4,2020,13,4,2020,1,20,0,1,2020-04-28,2020-04-29,(0-15) Days,1,FAMILY us,1930776564.0
5460,200769623,Lorem,2020,16626.59,15,19,4,4,5,2020,19,4,2020,1,28,0,1,2020-05-04,2020-05-05,(0-15) Days,1,WAL-MAR corp,1930797396.0
5461,200784489,Lorem,2020,20077.68,15,30,15,4,5,2020,30,4,2020,1,15,0,1,2020-05-15,2020-05-16,(0-15) Days,1,GE in,1930830098.0
5462,200762301,Lorem,2020,1535.38,65,13,17,3,5,2020,13,3,2020,1,27,0,-21,2020-05-17,2020-04-26,(< 0) Days,0,C&S WH systems,1930643130.0
5463,200416837,Lorem,2020,1782.04,23,16,9,4,5,2020,22,4,2020,1,32,0,1,2020-05-09,2020-05-10,(0-15) Days,1,DEC foundation,1930812839.0
5464,200974851,Lorem,2020,1579.81,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,RESTA trust,1930705998.0
5465,200792734,Lorem,2020,115982.04,15,30,14,3,4,2020,30,3,2020,1,15,0,1,2020-04-14,2020-04-15,(0-15) Days,1,MDV/ foundation,1930720349.0
5466,200418007,Lorem,2020,12399.66,15,7,22,5,5,2020,7,5,2020,1,15,0,1,2020-05-22,2020-05-23,(0-15) Days,1,AM co,1930856924.0
5467,200729942,Lorem,2020,26238.0,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,SA trust,1930693217.0
5468,200331749,Lorem,2020,34726.87,15,28,14,2,3,2020,28,2,2020,1,15,0,1,2020-03-14,2020-03-15,(0-15) Days,1,SYSC trust,1930571729.0
5469,200701040,Lorem,2020,48181.91,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,SOUTHE foundation,1930673809.0
5470,200236668,Lorem,2020,23878.43,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,HOLI corp,1930675132.0
5471,200763814,Lorem,2020,23799.35,15,19,3,3,4,2020,19,3,2020,1,15,0,1,2020-04-03,2020-04-04,(0-15) Days,1,SYSCO F us,1930671637.0
5472,200743129,Lorem,2020,118908.4,15,7,22,4,4,2020,7,4,2020,1,15,0,1,2020-04-22,2020-04-23,(0-15) Days,1,BROOKS corporation,1930759410.0
5473,200748108,Lorem,2020,76241.8,15,16,31,3,3,2020,16,3,2020,1,15,0,1,2020-03-31,2020-04-01,(0-15) Days,1,KROGER systems,1930659290.0
5474,200793568,Lorem,2020,641.52,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,SUPE corp,1930686578.0
5475,200769623,Lorem,2020,19390.57,15,1,16,3,3,2020,1,3,2020,1,28,0,1,2020-03-16,2020-03-17,(0-15) Days,1,WAL-MAR trust,1930581442.0
5476,200735528,Lorem,2020,45144.29,15,12,27,4,4,2020,12,4,2020,1,15,0,1,2020-04-27,2020-04-28,(0-15) Days,1,ASSOCIA co,1930776760.0
5477,200353024,Lorem,2020,13699.41,23,1,24,5,5,2020,8,5,2020,1,32,0,1,2020-05-24,2020-05-25,(0-15) Days,1,DECA us,1930875690.0
5478,200779906,Lorem,2020,22280.62,15,17,2,4,5,2020,17,4,2020,1,15,0,1,2020-05-02,2020-05-03,(0-15) Days,1,BOZZU ,1930787927.0
5479,200769623,Lorem,2020,56.88,15,10,25,4,4,2020,10,4,2020,1,28,0,1,2020-04-25,2020-04-26,(0-15) Days,1,WAL-MAR corporation,1930769356.0
5480,200974851,Lorem,2020,1085.75,20,12,1,3,4,2020,12,3,2020,1,22,0,1,2020-04-01,2020-04-02,(0-15) Days,1,RESTA associates,1930646140.0
5481,200759082,Lorem,2020,161992.33,15,25,9,3,4,2020,25,3,2020,1,15,0,1,2020-04-09,2020-04-10,(0-15) Days,1,INGL associates,1930704157.0
5482,200707822,Lorem,2020,93180.12,15,16,1,4,5,2020,16,4,2020,1,15,0,1,2020-05-01,2020-05-02,(0-15) Days,1,PUBLI llc,1930796145.0
5483,200152991,Lorem,2020,9116.45,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,JET us,1930861903.0
5484,200769623,Lorem,2020,14523.79,15,3,18,4,4,2020,3,4,2020,1,28,0,1,2020-04-18,2020-04-19,(0-15) Days,1,WAL-MAR llc,1930731851.0
5485,200769623,Lorem,2020,4821.77,15,12,27,5,5,2020,12,5,2020,1,28,0,1,2020-05-27,2020-05-28,(0-15) Days,1,WAL-MAR foundation,1930885337.0
5486,200769623,Lorem,2020,2352.97,15,26,11,4,5,2020,26,4,2020,1,28,0,1,2020-05-11,2020-05-12,(0-15) Days,1,WAL-MAR corp,1930828704.0
5487,200772670,Lorem,2020,42836.79,15,6,21,4,4,2020,6,4,2020,1,33,0,1,2020-04-21,2020-04-22,(0-15) Days,1,ASSOCIAT llc,1930755261.0
5488,100031704,Lorem,2020,77059.92,15,14,29,4,4,2020,14,4,2020,1,15,0,1,2020-04-29,2020-04-30,(0-15) Days,1,DELHAIZE foundation,1930781987.0
5489,200418007,Lorem,2020,63418.49,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,AM co,1930690466.0
5490,200707822,Lorem,2020,20779.25,15,7,22,3,3,2020,7,3,2020,1,15,0,1,2020-03-22,2020-03-23,(0-15) Days,1,PUBLI ,1930619459.0
5491,200769623,Lorem,2020,27192.06,15,27,11,3,4,2020,27,3,2020,1,28,0,1,2020-04-11,2020-04-12,(0-15) Days,1,WAL-MAR us,1930708483.0
5492,200793568,Lorem,2020,8580.14,15,26,10,3,4,2020,26,3,2020,1,15,0,1,2020-04-10,2020-04-11,(0-15) Days,1,SUPE corporation,1930700747.0
5493,200759878,Lorem,2020,97409.99,45,9,24,4,5,2020,9,4,2020,1,42,0,-5,2020-05-24,2020-05-19,(< 0) Days,0,SA trust,1930767168.0
5494,200744019,Lorem,2020,28115.68,15,7,22,5,5,2020,7,5,2020,1,15,0,1,2020-05-22,2020-05-23,(0-15) Days,1,TARG llc,1930861879.0
5495,200759878,Lorem,2020,26682.65,15,12,27,3,3,2020,12,3,2020,1,28,0,1,2020-03-27,2020-03-28,(0-15) Days,1,SA llc,1930631505.0
5496,200769623,Lorem,2020,7745.73,15,4,19,3,3,2020,4,3,2020,1,28,0,1,2020-03-19,2020-03-20,(0-15) Days,1,WAL-MAR foundation,1930597585.0
5497,200769623,Lorem,2020,596.77,15,3,18,4,4,2020,3,4,2020,1,28,0,1,2020-04-18,2020-04-19,(0-15) Days,1,WAL-MAR ,1930738906.0
5498,200794332,Lorem,2020,34467.97,15,28,14,2,3,2020,28,2,2020,1,17,0,1,2020-03-14,2020-03-15,(0-15) Days,1,COST foundation,1930573840.0
5499,140103423,Lorem,2020,3758.16,30,24,23,3,4,2020,24,3,2020,5,39,0,-5,2020-04-23,2020-04-18,(< 0) Days,0,COS us,1991841504.0
5500,200777735,Lorem,2020,18346.64,15,16,31,3,3,2020,16,3,2020,1,15,0,1,2020-03-31,2020-04-01,(0-15) Days,1,NASH  associates,1930654474.0
5501,100001196,Lorem,2020,52073.28,15,6,21,5,5,2020,6,5,2020,1,15,0,1,2020-05-21,2020-05-22,(0-15) Days,1,DOLLAR co,1930862157.0
5502,200230690,Lorem,2020,12356.54,10,16,26,4,4,2020,21,4,2020,1,30,0,1,2020-04-26,2020-04-27,(0-15) Days,1,DECA co,1930808101.0
5503,200769623,Lorem,2020,1329.23,15,26,10,3,4,2020,26,3,2020,1,28,0,1,2020-04-10,2020-04-11,(0-15) Days,1,WAL-MAR foundation,1930710058.0
5504,200786288,Lorem,2020,14381.98,15,8,23,3,3,2020,8,3,2020,1,20,0,1,2020-03-23,2020-03-24,(0-15) Days,1,FAMILY corporation,1930617411.0
5505,200769623,Lorem,2020,31419.33,15,1,16,3,3,2020,1,3,2020,1,28,0,1,2020-03-16,2020-03-17,(0-15) Days,1,WAL-MAR associates,1930584740.0
5506,200769623,Lorem,2020,1898.2,15,6,21,5,5,2020,6,5,2020,1,28,0,1,2020-05-21,2020-05-22,(0-15) Days,1,WAL-MAR co,1930854099.0
5507,200418007,Lorem,2020,852.12,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,AM systems,1930801868.0
5508,200705742,Lorem,2020,22658.26,15,1,16,5,5,2020,1,5,2020,1,15,0,1,2020-05-16,2020-05-17,(0-15) Days,1,DOT trust,1930846792.0
5509,200769623,Lorem,2020,471.56,15,3,18,5,5,2020,3,5,2020,1,28,0,1,2020-05-18,2020-05-19,(0-15) Days,1,WAL-MAR foundation,1930855015.0
5510,200769623,Lorem,2020,8949.7,15,27,12,4,5,2020,27,4,2020,1,28,0,1,2020-05-12,2020-05-13,(0-15) Days,1,WAL-MAR associates,1930829265.0
5511,200793513,Lorem,2020,127044.98,15,11,26,3,3,2020,11,3,2020,1,15,0,1,2020-03-26,2020-03-27,(0-15) Days,1,KROGER systems,1930635474.0
5512,200778870,Lorem,2020,44449.56,15,8,23,4,4,2020,8,4,2020,1,15,0,1,2020-04-23,2020-04-24,(0-15) Days,1,C llc,1930762393.0
5513,200508557,Lorem,2020,2970.73,15,5,20,5,5,2020,5,5,2020,1,15,0,1,2020-05-20,2020-05-21,(0-15) Days,1,FOODL corporation,1930832794.0
5514,200020431,Lorem,2020,599.16,23,1,24,5,5,2020,5,5,2020,1,32,0,1,2020-05-24,2020-05-25,(0-15) Days,1,DEC corp,1930858654.0
5515,200776463,Lorem,2020,129006.49,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,KROGE us,1930682007.0
5516,140118172,Lorem,2020,123386.4576,30,13,13,4,5,2020,13,4,2020,0,5,0,10,2020-05-13,2020-05-23,(0-15) Days,1,AGR foundation,2960628082.0
5517,200230690,Lorem,2020,7956.51,23,1,24,4,4,2020,3,4,2020,1,32,0,1,2020-04-24,2020-04-25,(0-15) Days,1,DECA corp,1930740057.0
5518,200769623,Lorem,2020,26674.68,15,15,30,3,3,2020,15,3,2020,1,28,0,1,2020-03-30,2020-03-31,(0-15) Days,1,WAL-MAR trust,1930653208.0
5519,100043949,Lorem,2020,16992.76,15,3,18,4,4,2020,3,4,2020,1,15,0,1,2020-04-18,2020-04-19,(0-15) Days,1,HOME R in,1930706538.0
5520,200726979,Lorem,2020,1456.36,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,BJ'S  corp,1930692313.0
5521,200744019,Lorem,2020,17760.21,15,4,19,3,3,2020,4,3,2020,1,15,0,1,2020-03-19,2020-03-20,(0-15) Days,1,TARG ,1930605908.0
5522,200769623,Lorem,2020,21338.15,15,14,29,4,4,2020,14,4,2020,1,28,0,1,2020-04-29,2020-04-30,(0-15) Days,1,WAL-MAR co,1930782877.0
5523,200769623,Lorem,2020,22175.06,15,15,30,4,4,2020,15,4,2020,1,28,0,1,2020-04-30,2020-05-01,(0-15) Days,1,WAL-MAR corporation,1930779082.0
5524,200759878,Lorem,2020,36629.91,15,6,21,5,5,2020,6,5,2020,1,28,0,1,2020-05-21,2020-05-22,(0-15) Days,1,SA systems,1930856385.0
5525,200762301,Lorem,2020,94880.65,15,4,19,3,3,2020,4,3,2020,1,20,0,1,2020-03-19,2020-03-20,(0-15) Days,1,C&S WH us,1930604236.0
5526,200148860,Lorem,2020,11931.15,15,25,9,3,4,2020,25,3,2020,1,15,0,1,2020-04-09,2020-04-10,(0-15) Days,1,DOLLA co,1930675292.0
5527,200769623,Lorem,2020,48727.25,15,21,5,3,4,2020,21,3,2020,1,28,0,1,2020-04-05,2020-04-06,(0-15) Days,1,WAL-MAR foundation,1930673252.0
5528,200762301,Lorem,2020,1919.23,65,5,9,4,6,2020,5,4,2020,1,27,0,-21,2020-06-09,2020-05-19,(< 0) Days,0,C&S WH ,1930745419.0
5529,200782001,Lorem,2020,40953.58,15,10,25,3,3,2020,10,3,2020,1,15,0,1,2020-03-25,2020-03-26,(0-15) Days,1,GORDO associates,1930628281.0
5530,100047894,Lorem,2020,31050.77,30,6,5,3,4,2020,6,3,2020,5,39,0,-5,2020-04-05,2020-03-31,(< 0) Days,0,YANTEL co,1991839881.0
5531,200744019,Lorem,2020,7030.58,15,26,10,3,4,2020,26,3,2020,1,15,0,1,2020-04-10,2020-04-11,(0-15) Days,1,TARG in,1930705562.0
5532,200769623,Lorem,2020,16223.52,15,24,8,3,4,2020,24,3,2020,1,28,0,1,2020-04-08,2020-04-09,(0-15) Days,1,WAL-MAR trust,1930693019.0
5533,200803720,Lorem,2020,6194.3,10,1,11,5,5,2020,7,5,2020,1,30,0,1,2020-05-11,2020-05-12,(0-15) Days,1,DEC systems,1930872145.0
5534,200769623,Lorem,2020,4330.83,15,6,21,3,3,2020,6,3,2020,1,28,0,1,2020-03-21,2020-03-22,(0-15) Days,1,WAL-MAR systems,1930610322.0
5535,200769623,Lorem,2020,2243.91,15,4,19,4,4,2020,4,4,2020,1,28,0,1,2020-04-19,2020-04-20,(0-15) Days,1,WAL-MAR ,1930746945.0
5536,200769623,Lorem,2020,47915.37,15,30,14,3,4,2020,30,3,2020,1,28,0,1,2020-04-14,2020-04-15,(0-15) Days,1,WAL-MAR trust,1930719198.0
5537,200769623,Lorem,2020,6440.03,15,11,26,5,5,2020,11,5,2020,1,28,0,1,2020-05-26,2020-05-27,(0-15) Days,1,WAL-MAR associates,1930883827.0
5538,200769623,Lorem,2020,4067.57,15,3,18,5,5,2020,3,5,2020,1,28,0,1,2020-05-18,2020-05-19,(0-15) Days,1,WAL-MAR in,1930852610.0
5539,200759878,Lorem,2020,40071.36,15,27,12,4,5,2020,27,4,2020,1,28,0,1,2020-05-12,2020-05-13,(0-15) Days,1,SA trust,1930825831.0
5540,200762301,Lorem,2020,111783.61,15,27,11,3,4,2020,27,3,2020,1,20,0,1,2020-04-11,2020-04-12,(0-15) Days,1,C&S WH systems,1930708605.0
5541,200915438,Lorem,2020,6660.0,15,20,4,3,4,2020,20,3,2020,1,15,0,1,2020-04-04,2020-04-05,(0-15) Days,1,GROC llc,1930670474.0
5542,200571960,Lorem,2020,94424.06,15,1,16,4,4,2020,1,4,2020,1,15,0,1,2020-04-16,2020-04-17,(0-15) Days,1,OSI  llc,1930729575.0
5543,200769623,Lorem,2020,3227.43,15,5,20,4,4,2020,5,4,2020,1,28,0,1,2020-04-20,2020-04-21,(0-15) Days,1,WAL-MAR trust,1930748611.0
5544,200780383,Lorem,2020,55963.89,15,24,8,3,4,2020,24,3,2020,1,15,0,1,2020-04-08,2020-04-09,(0-15) Days,1,MEIJ ,1930697949.0
5545,200769623,Lorem,2020,12699.34,15,23,7,3,4,2020,23,3,2020,1,28,0,1,2020-04-07,2020-04-08,(0-15) Days,1,WAL-MAR ,1930686597.0
5546,200762301,Lorem,2020,5742.51,15,4,19,5,5,2020,4,5,2020,1,20,0,1,2020-05-19,2020-05-20,(0-15) Days,1,C&S WH co,1930849892.0
5547,200749225,Lorem,2020,72276.15,15,28,12,3,4,2020,28,3,2020,1,15,0,1,2020-04-12,2020-04-13,(0-15) Days,1,SUPER  trust,1930710478.0
5548,200780383,Lorem,2020,729.88,15,8,23,4,4,2020,8,4,2020,1,15,0,1,2020-04-23,2020-04-24,(0-15) Days,1,MEIJ associates,1930759393.0
5549,200762301,Lorem,2020,4646.29,15,18,3,4,5,2020,18,4,2020,1,20,0,1,2020-05-03,2020-05-04,(0-15) Days,1,C&S WH foundation,1930797325.0
5550,200769623,Lorem,2020,23393.95,15,29,13,3,4,2020,29,3,2020,1,28,0,1,2020-04-13,2020-04-14,(0-15) Days,1,WAL-MAR foundation,1930715252.0
5551,200771157,Lorem,2020,48675.91,15,27,11,3,4,2020,27,3,2020,1,15,0,1,2020-04-11,2020-04-12,(0-15) Days,1,WEIS associates,1930713342.0
5552,13,Lorem,2020,8905.0,0,28,28,2,2,2020,28,2,2020,1,43,0,11,2020-02-28,2020-03-10,(0-15) Days,1,KRAFT F foundation,1930573752.0
5553,200776463,Lorem,2020,17845.36,15,8,23,3,3,2020,8,3,2020,1,15,0,1,2020-03-23,2020-03-24,(0-15) Days,1,KROGE in,1930612117.0
5554,200769623,Lorem,2020,57973.26,15,24,8,3,4,2020,24,3,2020,1,28,0,1,2020-04-08,2020-04-09,(0-15) Days,1,WAL-MAR corporation,1930687563.0
5555,200792734,Lorem,2020,8603.08,15,29,14,4,5,2020,29,4,2020,1,15,0,1,2020-05-14,2020-05-15,(0-15) Days,1,MDV/ llc,1930842044.0
5556,100047388,Lorem,2020,19208.04,15,31,15,3,4,2020,31,3,2020,1,15,0,1,2020-04-15,2020-04-16,(0-15) Days,1,PEPPER ,1930716467.0
5557,200705742,Lorem,2020,21332.26,20,17,6,3,4,2020,17,3,2020,1,22,0,1,2020-04-06,2020-04-07,(0-15) Days,1,DOT trust,1930662004.0
5558,200726979,Lorem,2020,17590.55,65,11,15,3,5,2020,11,3,2020,1,27,0,-21,2020-05-15,2020-04-24,(< 0) Days,0,BJ'S  llc,1930635362.0
5559,200418007,Lorem,2020,1848.84,65,31,4,3,6,2020,31,3,2020,1,27,0,-30,2020-06-04,2020-05-05,(< 0) Days,0,AM trust,1930720491.0
5560,200769623,Lorem,2020,4821.77,15,2,17,4,4,2020,2,4,2020,1,28,0,1,2020-04-17,2020-04-18,(0-15) Days,1,WAL-MAR systems,1930731294.0
5561,200726979,Lorem,2020,694.21,15,11,26,3,3,2020,11,3,2020,1,15,0,1,2020-03-26,2020-03-27,(0-15) Days,1,BJ'S  associates,1930638409.0
5562,200792734,Lorem,2020,80046.92,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,MDV/ systems,1930830615.0
5563,200769623,Lorem,2020,27877.82,15,24,9,4,5,2020,24,4,2020,1,28,0,1,2020-05-09,2020-05-10,(0-15) Days,1,WAL-MAR corp,1930819639.0
5564,200769623,Lorem,2020,7784.02,15,1,16,5,5,2020,1,5,2020,1,28,0,1,2020-05-16,2020-05-17,(0-15) Days,1,WAL-MAR in,1930845541.0
5565,200769623,Lorem,2020,29974.1,15,23,7,3,4,2020,23,3,2020,1,28,0,1,2020-04-07,2020-04-08,(0-15) Days,1,WAL-MAR foundation,1930690784.0
5566,200782001,Lorem,2020,30384.16,15,23,7,3,4,2020,23,3,2020,1,15,0,1,2020-04-07,2020-04-08,(0-15) Days,1,GORDO llc,1930683402.0
5567,200769623,Lorem,2020,48971.05,15,25,9,3,4,2020,25,3,2020,1,28,0,1,2020-04-09,2020-04-10,(0-15) Days,1,WAL-MAR co,1930692301.0
5568,200769623,Lorem,2020,10713.61,15,9,24,4,4,2020,9,4,2020,1,28,0,1,2020-04-24,2020-04-25,(0-15) Days,1,WAL-MAR ,1930768525.0
5569,200002965,Lorem,2020,4827.96,23,1,24,3,3,2020,4,3,2020,1,32,0,1,2020-03-24,2020-03-25,(0-15) Days,1,DECA associates,1930599267.0
5570,200881076,Lorem,2020,74699.82,15,12,27,3,3,2020,12,3,2020,1,15,0,1,2020-03-27,2020-03-28,(0-15) Days,1,ALBERT associates,1930642144.0
5571,200793513,Lorem,2020,16647.34,15,14,29,3,3,2020,14,3,2020,1,15,0,1,2020-03-29,2020-03-30,(0-15) Days,1,KROGER in,1930651196.0
5572,200782772,Lorem,2020,65222.15,15,19,3,3,4,2020,19,3,2020,1,15,0,1,2020-04-03,2020-04-04,(0-15) Days,1,ASSOC G systems,1930671241.0
5573,200714710,Lorem,2020,10628.81,20,22,12,4,5,2020,22,4,2020,1,22,0,1,2020-05-12,2020-05-13,(0-15) Days,1,SYSCO  systems,1930801993.0
5574,200769623,Lorem,2020,31743.18,15,29,15,2,3,2020,29,2,2020,1,28,0,1,2020-03-15,2020-03-16,(0-15) Days,1,WAL-MAR trust,1930571178.0
5575,200744019,Lorem,2020,1119.63,15,10,25,4,4,2020,10,4,2020,1,15,0,1,2020-04-25,2020-04-26,(0-15) Days,1,TARG corporation,1930768276.0
5576,200152991,Lorem,2020,2342.33,15,22,7,4,5,2020,22,4,2020,1,15,0,1,2020-05-07,2020-05-08,(0-15) Days,1,JET corporation,1930813222.0
5577,200744019,Lorem,2020,16819.18,15,29,14,4,5,2020,29,4,2020,1,15,0,1,2020-05-14,2020-05-15,(0-15) Days,1,TARG corp,1930831327.0
5578,100006311,Lorem,2020,19503.28,15,27,12,4,5,2020,27,4,2020,1,15,0,1,2020-05-12,2020-05-13,(0-15) Days,1,QUALITY C us,1930831132.0
5579,200794332,Lorem,2020,80712.97,15,27,12,4,5,2020,27,4,2020,1,17,0,1,2020-05-12,2020-05-13,(0-15) Days,1,COST foundation,1930828057.0
5580,200769623,Lorem,2020,15004.86,15,26,10,3,4,2020,26,3,2020,1,28,0,1,2020-04-10,2020-04-11,(0-15) Days,1,WAL-MAR associates,1930701037.0
5581,200711029,Lorem,2020,19611.06,15,28,12,3,4,2020,28,3,2020,1,15,0,1,2020-04-12,2020-04-13,(0-15) Days,1,WEGMAN foundation,1930715742.0
